0	0	0.7
0	0	0.7053
0	0	0.7105
0	0	0.7158
0	0	0.7211
0	0	0.7263
0	0	0.7316
0	0	0.7368
0	0	0.7421
0	0	0.7474
0	0	0.7526
0	0	0.7579
0	0	0.7632
0	0	0.7684
0	0	0.7737
0	0	0.7789
0	0	0.7842
0	0	0.7895
0	0	0.7947
0	0	0.8
0	0	0.8053
0	0	0.8105
0	0	0.8158
0	0	0.8211
0	0	0.8263
0	0	0.8316
0	0	0.8368
0	0	0.8421
0	0	0.8474
0	0	0.8526
0	0	0.8579
0	0	0.8632
0	0	0.8684
0	0	0.8737
0	0	0.8789
0	0	0.8842
0	0	0.8895
0	0	0.8947
0	0	0.9
0	0	0.9053
0	0	0.9105
0	0	0.9158
0	0	0.9211
0	0	0.9263
0	0	0.9316
0	0	0.9368
0	0	0.9421
0	0	0.9474
0	0	0.9526
0	0	0.9579
0	0	0.9632
0	0	0.9684
0	0	0.9737
0	0	0.9789
0	0	0.9842
0	0	0.9895
0	0	0.9947
0	0	1
0.004926	0.004926	1
0.009852	0.009852	1
0.01478	0.01478	1
0.0197	0.0197	1
0.02463	0.02463	1
0.02956	0.02956	1
0.03448	0.03448	1
0.03941	0.03941	1
0.04433	0.04433	1
0.04926	0.04926	1
0.05419	0.05419	1
0.05911	0.05911	1
0.06404	0.06404	1
0.06897	0.06897	1
0.07389	0.07389	1
0.07882	0.07882	1
0.08374	0.08374	1
0.08867	0.08867	1
0.0936	0.0936	1
0.09852	0.09852	1
0.1034	0.1034	1
0.1084	0.1084	1
0.1133	0.1133	1
0.1182	0.1182	1
0.1232	0.1232	1
0.1281	0.1281	1
0.133	0.133	1
0.1379	0.1379	1
0.1429	0.1429	1
0.1478	0.1478	1
0.1527	0.1527	1
0.1576	0.1576	1
0.1626	0.1626	1
0.1675	0.1675	1
0.1724	0.1724	1
0.1773	0.1773	1
0.1823	0.1823	1
0.1872	0.1872	1
0.1921	0.1921	1
0.197	0.197	1
0.202	0.202	1
0.2069	0.2069	1
0.2118	0.2118	1
0.2167	0.2167	1
0.2217	0.2217	1
0.2266	0.2266	1
0.2315	0.2315	1
0.2365	0.2365	1
0.2414	0.2414	1
0.2463	0.2463	1
0.2512	0.2512	1
0.2562	0.2562	1
0.2611	0.2611	1
0.266	0.266	1
0.2709	0.2709	1
0.2759	0.2759	1
0.2808	0.2808	1
0.2857	0.2857	1
0.2906	0.2906	1
0.2956	0.2956	1
0.3005	0.3005	1
0.3054	0.3054	1
0.3103	0.3103	1
0.3153	0.3153	1
0.3202	0.3202	1
0.3251	0.3251	1
0.33	0.33	1
0.335	0.335	1
0.3399	0.3399	1
0.3448	0.3448	1
0.3498	0.3498	1
0.3547	0.3547	1
0.3596	0.3596	1
0.3645	0.3645	1
0.3695	0.3695	1
0.3744	0.3744	1
0.3793	0.3793	1
0.3842	0.3842	1
0.3892	0.3892	1
0.3941	0.3941	1
0.399	0.399	1
0.4039	0.4039	1
0.4089	0.4089	1
0.4138	0.4138	1
0.4187	0.4187	1
0.4236	0.4236	1
0.4286	0.4286	1
0.4335	0.4335	1
0.4384	0.4384	1
0.4433	0.4433	1
0.4483	0.4483	1
0.4532	0.4532	1
0.4581	0.4581	1
0.4631	0.4631	1
0.468	0.468	1
0.4729	0.4729	1
0.4778	0.4778	1
0.4828	0.4828	1
0.4877	0.4877	1
0.4926	0.4926	1
0.4975	0.4975	1
0.5025	0.5025	1
0.5074	0.5074	1
0.5123	0.5123	1
0.5172	0.5172	1
0.5222	0.5222	1
0.5271	0.5271	1
0.532	0.532	1
0.5369	0.5369	1
0.5419	0.5419	1
0.5468	0.5468	1
0.5517	0.5517	1
0.5567	0.5567	1
0.5616	0.5616	1
0.5665	0.5665	1
0.5714	0.5714	1
0.5764	0.5764	1
0.5813	0.5813	1
0.5862	0.5862	1
0.5911	0.5911	1
0.5961	0.5961	1
0.601	0.601	1
0.6059	0.6059	1
0.6108	0.6108	1
0.6158	0.6158	1
0.6207	0.6207	1
0.6256	0.6256	1
0.6305	0.6305	1
0.6355	0.6355	1
0.6404	0.6404	1
0.6453	0.6453	1
0.6502	0.6502	1
0.6552	0.6552	1
0.6601	0.6601	1
0.665	0.665	1
0.67	0.67	1
0.6749	0.6749	1
0.6798	0.6798	1
0.6847	0.6847	1
0.6897	0.6897	1
0.6946	0.6946	1
0.6995	0.6995	1
0.7044	0.7044	1
0.7094	0.7094	1
0.7143	0.7143	1
0.7192	0.7192	1
0.7241	0.7241	1
0.7291	0.7291	1
0.734	0.734	1
0.7389	0.7389	1
0.7438	0.7438	1
0.7488	0.7488	1
0.7537	0.7537	1
0.7586	0.7586	1
0.7635	0.7635	1
0.7685	0.7685	1
0.7734	0.7734	1
0.7783	0.7783	1
0.7833	0.7833	1
0.7882	0.7882	1
0.7931	0.7931	1
0.798	0.798	1
0.803	0.803	1
0.8079	0.8079	1
0.8128	0.8128	1
0.8177	0.8177	1
0.8227	0.8227	1
0.8276	0.8276	1
0.8325	0.8325	1
0.8374	0.8374	1
0.8424	0.8424	1
0.8473	0.8473	1
0.8522	0.8522	1
0.8571	0.8571	1
0.8621	0.8621	1
0.867	0.867	1
0.8719	0.8719	1
0.8768	0.8768	1
0.8818	0.8818	1
0.8867	0.8867	1
0.8916	0.8916	1
0.8966	0.8966	1
0.9015	0.9015	1
0.9064	0.9064	1
0.9113	0.9113	1
0.9163	0.9163	1
0.9212	0.9212	1
0.9261	0.9261	1
0.931	0.931	1
0.936	0.936	1
0.9409	0.9409	1
0.9458	0.9458	1
0.9507	0.9507	1
0.9557	0.9557	1
